name,provide,address
Trường TTGDTX Vũ Tuấn Chiêu,Nam Định,"TTr. Nam Giang,  H. Nam Trực"
Trường TTGDTX A Trực Ninh,Nam Định,"Thị trấn Cát Thành, huyện Trực Ninh"
Trường TTGDTX B Trực Ninh,Nam Định,"Xã Trực Đại, H. Trực Ninh"
Trường TTGDTX H. Nghĩa Hưng,Nam Định,"TTr. Liễu Đề,  H. Nghĩa Hưng"
Trường TTGDTX Nghĩa Tân,Nam Định,"Xã Nghĩa Tân,  H. Nghĩa Hưng"
Trường TTGDTX H. Hải Hậu,Nam Định,"Xã Hải Thanh,  H. Hải Hậu"
Trường TTGDTX Hải Cường,Nam Định,"Xã Hải Cường,  H. Hải Hậu"
TT GDTX và Hướng nghiệp Tp. Thái Bình,Thái Bình,"P.Quang Trung, Thành phố, Thái Bình"
TT GDTX và Hướng nghiệp I Quỳnh Phụ,Thái Bình,"Thị trấn Quỳnh Côi, Quỳnh Phụ, Thái Bình"
TT GDTX và Hướng nghiệp II Quỳnh Phụ,Thái Bình,"Thị trấn An Bài, Quỳnh Phụ, Thái Bình"
TT GDTX và Hướng nghiệp Hưng Hà,Thái Bình,"Thị trấn Hưng Hà, Thái Bình"
TT GDTX và Hướng nghiệp Đông Hưng,Thái Bình,"Thị trấn Đông Hưng, Thái Bình"
TT GDTX và Hướng nghiệp Vũ Thư,Thái Bình,"Thị trấn Vũ Thư, Thái Bình"
TT GDTX và Hướng nghiệp Kiến Xương,Thái Bình,"Thị trấn Kiến Xương, Thái Bình"
TT GDTX và Hướng nghiệp Tiền Hải,Thái Bình,"Thị trấn Tiền Hải, Thái Bình"
TT GDTX và Hướng nghiệp I Thái Thụy,Thái Bình,"Xã Thụy Hà, Thái Thụy, Thái Bình"
TT GDTX và Hướng nghiệp II Thái Thụy,Thái Bình,"Xã Thái Hưng, Thái Thụy, Thái Bình"
Trường TTGDTX Ninh Bình,Ninh Bình,Ph. Tân Thành TP Ninh Bình
Trường TTGDTX Tam Điệp,Ninh Bình,Ph. Trung Sơn TX Tam Điệp
Trường TTGDTX Nho Quan,Ninh Bình,TTr. Nho Quan H Nho Quan
Trường TTGDTX Gia Viễn,Ninh Bình,TTr. Me H Gia Viễn
Trường TTGDTX Hoa Lư,Ninh Bình,TTr. Thiên Tôn H Hoa Lư
Trường TTGDTX Yên Mô,Ninh Bình,Xã Yên Phong H Yên Mô
Trường TTGDTX Kim Sơn,Ninh Bình,Xã Thượng Kiệm  H Kim Sơn
Trường TTGDTX Yên Khánh,Ninh Bình,Xã Khánh Nhạc H Yên Khánh
Trường TTGDTX-DN TP Thanh Hoá,Thanh Hoá,"P.Trường Thi, TP Thanh Hoá"
Trường TTGDTX  tỉnh Thanh Hoá,Thanh Hoá,"Ngã Ba Bia, TP Thanh  Hoá"
Trường TTGDTX  TX Bỉm Sơn,Thanh Hoá,"P. Lam Sơn, TX Bỉm Sơn"
Trường TTGDTX-DN Sầm Sơn,Thanh Hoá,"P. Trường Sơn, Thị xã Sầm Sơn"
Trường TTGDTX Quan Hoá,Thanh Hoá,Thị trấn Quan Hóa
Trường TTGDTX-DN Quan Sơn,Thanh Hoá,Thị trấn Quan Sơn
Trường TTGDTX Mường Lát,Thanh Hoá,Thị trấn Mường Lát
Trường TTGDTX-DN Bá Thước,Thanh Hoá,"Thị trấn Cành nàng, Bá Thước"
Trường TTGDTX Thường Xuân,Thanh Hoá,Thị trấn Thường xuân
Trường TTGDTX Như Xuân,Thanh Hoá,"Thị trấn Yên Cái, Như Xuân"
Trường TTGDTX-DN Như Thanh,Thanh Hoá,"Thị trấn Bến Sung, Như Thanh"
Trường TTGDTX-DN Lang Chánh,Thanh Hoá,Thị trấn Lang Chánh
Trường TTGDTX Ngọc Lặc,Thanh Hoá,Thị trấn Ngọc Lặc
Trường TTGDTX Thạch Thành,Thanh Hoá,Thị trấn Thạch Thành
Trường TTGDTX Cẩm Thuỷ,Thanh Hoá,Thị Trấn Cẩm Thuỷ
Trường TTGDTX Thọ Xuân,Thanh Hoá,Thị Trấn Thọ Xuân
Trường TTGDTX Vĩnh Lộc,Thanh Hoá,Thị Trấn Vĩnh Lộc
Trường TTGDTX Thiệu Hoá,Thanh Hoá,"Thị trấn Vạn Hà, Thiệu Hoá"
Trường TTGDTX Triệu Sơn,Thanh Hoá,Thị Trấn Triệu Sơn
Trường TTGDTX Nông Cống,Thanh Hoá,Thị Trấn Nông Cống
Trường TTGDTX Đông Sơn,Thanh Hoá,"Thị Trấn Rừng Thông, Đông Sơn"
Trường TTGDTX-DN Hà Trung,Thanh Hoá,Thị Trấn Hà Trung
Trường TTGDTX-DN Hoằng Hoá,Thanh Hoá,"Thị trấn Bút Sơn, Hoằng Hoá"
Trường TTGDTX Nga Sơn,Thanh Hoá,Thị Trấn Nga Sơn
Trường TTGDTX Hậu Lộc,Thanh Hoá,Thị Trấn Hậu Lộc
Trường TTGDTX-DN Quảng Xương,Thanh Hoá,Thị Trấn Quảng Xương
Trường TTGDTX Tĩnh Gia,Thanh Hoá,Thị Trấn Tĩnh Gia
Trường TTGDTX Yên Định,Thanh Hoá,Thị Trấn Yên Định
Trường TTGDTX Vinh,Nghệ An,"Ph. Lê Mao, TP Vinh, Nghệ An"
Trường TTGDTX Số 2,Nghệ An,"Thị xã Cửa Lò, Nghệ An"
Trường TTGDTX Quỳ Châu,Nghệ An,"Thị trấn Quỳ Châu, Nghệ An"
Trường TTGDTX Quỳ Hợp,Nghệ An,"Thị trấn Quỳ Hợp, Nghệ An"
Trường TTGDTX Nghĩa Đàn,Nghệ An,"Xã Nghĩa Quang, Nghĩa Đàn, Nghệ An"
Trường TTGDTX Thái Hòa,Nghệ An,"Phường Quang Tiến, TX Thái Hòa , Nghệ An"
Trường TTGDTX Quỳnh Lưu,Nghệ An,"Thị trấn Giát, Quỳnh Lưu, Nghệ An"
Trường TTGDTX Kỳ Sơn,Nghệ An,"Thị trấn Mường Xén, Kỳ Sơn , Nghệ An"
Trường TTGDTX Tương Dương,Nghệ An,"Thị trấn Hoà Bình, Tương Dương, Nghệ An"
Trường TTGDTX Con Cuông,Nghệ An,"Thị trấn Con Cuông , Nghệ An"
Trường TTGDTX Tân Kỳ,Nghệ An,"Xã Kỳ Sơn, Tân kỳ , Nghệ An"
Trường TTGDTX Yên Thành,Nghệ An,"Thị trấn yên Thành , Nghệ An"
Trường TTGDTX Diễn Châu,Nghệ An,"Thị trấn Diễn Châu, Nghệ An"
Trường TTGDTX Anh Sơn,Nghệ An,"Thị trấn Anh Sơn , Nghệ An"
Trường TTGDTX Đô Lương,Nghệ An,"Xã Đà Sơn, Đô Lương , Nghệ An"
Trường TTGDTX Thanh Chương,Nghệ An,"Thị trấn Dùng, Thanh Chương, Nghệ An"
Trường TTGDTX Nghi Lộc,Nghệ An,"Thị trấn Quán Hành, Nghi Lộc, Nghệ An"
Trường TTGDTX Nam Đàn,Nghệ An,"Thị trấn Nam Đàn , Nghệ An"
Trường TTGDTX Hưng Nguyên,Nghệ An,"Thị trấn Hưng Nguyên, Nghệ An"
Trường TTGDTX Quế Phong,Nghệ An,"Thị trấn Quế Phong , Nghệ An"
TT  BDNVSP và GDTX tỉnh Hà Tĩnh,Hà Tĩnh,Số 8 ngõ 24 Đường Nguyễn Công Trứ- TP Hà Tĩnh
TT DN- HN và GDTX TP Hà Tĩnh,Hà Tĩnh,Ph. Thạch Linh- TP Hà Tĩnh
TT DN-HN và GDTX Hồng Lĩnh,Hà Tĩnh,Phường Nam Hồng- Thị xã Hồng Lĩnh
TT DN-HN và GDTX Hương Sơn,Hà Tĩnh,TTr. Phố Châu – H.Hương Sơn
TT DN-HN và GDTX Đức Thọ,Hà Tĩnh,Xã Tùng ảnh – H.Đức Thọ
TT DN-HN và GDTX Nghi Xuân,Hà Tĩnh,TTr. Nghi Xuân - H.Nghi xuân
TT  DN-HN và GDTX Can Lộc,Hà Tĩnh,TTr. Nghèn – H.Can Lộc
TT DN-HN và GDTX Hương Khê,Hà Tĩnh,Xã Hương Bình -H.Hương Khê
Trường Trung tâm DN-HN và GDTX Thạch Hà,Hà Tĩnh,TTr.Thạch Hà - H.Thạch Hà
TT DN-HN và GDTX Cẩm Xuyên,Hà Tĩnh,Xã Cẩm Quan – H.Cẩm Xuyên
TT  DN-HN và GDTX Kỳ Anh,Hà Tĩnh,TTr. Kỳ Anh- H.Kỳ Anh
TT DN-HN và GDTX Vũ Quang,Hà Tĩnh,TTr. Vũ Quang - H.Vũ Quang
TT DN-HN và GDTX Lộc Hà,Hà Tĩnh,Xã Thạch Bằng – H.Lộc Hà
Trường Trung tâm GDTX Đông Hà,Quảng Trị,Phường 1-Thị xã Đông hà
Trường Trung tâm GDTX TX Quảng trị,Quảng Trị,Phường1-Thị xã Quảng Trị
Trường Trung tâm GDTX Vĩnh Linh,Quảng Trị,Thị trấn Hồ Xá-H.Vĩnh Linh
Trường Trung tâm GDTX Gio Linh,Quảng Trị,Thị trấn Gio Linh-H. Gio Linh
Trường Trung tâm GDTX Cam Lộ,Quảng Trị,Thị trấn Cam Lộ-H. Cam Lộ
Trường Trung tâm GDTX Triệu Phong,Quảng Trị,Thị trấn ái Tử-H. Triệu Phong
Trường Trung tâm GDTX Hải Lăng,Quảng Trị,Thị trấn Hải Lăng-H. Hải Lăng
Trường Trung tâm GDTX Hướng Hoá,Quảng Trị,Thị trấn Khe Sanh-H. Hướng Hoá
Trường Trung tâm GDTX Đakrông,Quảng Trị,TT Krông Klang-H. Đakrông
TT GDTX TP Huế,Thừa Thiên - Huế,"Ph. Phước Vĩnh, TP Huế"
Trường TTGDTX Phong Điền,Thừa Thiên - Huế,"TT Phong Điền, H. Phong Điền"
Trường TTGDTX Quảng Điền,Thừa Thiên - Huế,"TTr. Sịa, H. Quảng Điền"
Trường TTGDTX Hương Trà,Thừa Thiên - Huế,"Ph. Tứ Hạ, TX Hương Trà"
Trường TTGDTX  Phú Vang,Thừa Thiên - Huế,"Xã Phú Mỹ , H. Phú Vang"
Trường TTGDTX  Hương Thủy,Thừa Thiên - Huế,"Ph. Thủy Phương, TX Hương Thủy"
Trường TTGDTX Phú Lộc,Thừa Thiên - Huế,"TT Phú Lộc, H. Phú Lộc"
Trường TTGDTX Nam Đông,Thừa Thiên - Huế,"TT Khe Tre, H. Nam Đông"
Trường TTGDTX A Lưới,Thừa Thiên - Huế,"TT A Lưới, H. A Lưới"
Trường TT. GDTX tỉnh Quảng Nam,Quảng Nam,"124B Trần Quý Cáp, TP Tam Kỳ, Quảng Nam"
Trường TT. GDTX-HN&DN  Hội An,Quảng Nam,"Thành phố Hội An, Quảng Nam"
Trường TT. GDTX-HN  Duy Xuyên,Quảng Nam,"H. Duy Xuyên, Quảng Nam"
Trường TT. GDTX-HN  Điện Bàn,Quảng Nam,"H. Điện Bàn, Quảng Nam"
Trường TT. GDTX-HN&DN  Đại Lộc,Quảng Nam,"H. Đại Lộc, Quảng Nam"
Trường TT. GDTX-HN&DN  Quế Sơn,Quảng Nam,"H. Quế Sơn, Quảng Nam"
Trường TT. GDTX-HN&DN  Hiệp Đức,Quảng Nam,"H. Hiệp Đức, Quảng Nam"
Trường TT. GDTX-HN&DN  Thăng Bình,Quảng Nam,"H. Thăng Bình, Quảng Nam"
Trường TT. GDTX-HN  Núi Thành,Quảng Nam,"H. Núi Thành, Quảng Nam"
Trường TT. GDTX-HN&DN  Tiên Phước,Quảng Nam,"H. Tiên Phước, Quảng Nam"
Trường TT. GDTX-HN Bắc Trà My,Quảng Nam,"H. Bắc Trà My, Quảng Nam"
Trường TT.GDTX Nam Giang,Quảng Nam,H. Nam Giang. Quảng Nam
Trường TT.GDTX Phước Sơn,Quảng Nam,"H. Phước Sơn, Quảng Nam"
Trường TT.GDTX-HN Nam Trà My,Quảng Nam,"H. Nam Trà My, Quảng Nam"
TT GDTX-HN&DN  Phú Ninh,Quảng Nam,"H. Phú Ninh, Quảng Nam"
Trường Trung tâm DN-GDTX-HN huyện Bình Sơn,Quảng Ngãi,"Xã Bình Long, H. Bình Sơn"
Trường Trung tâm DN-GDTX&HN huyện Sơn Tịnh,Quảng Ngãi,"Ph. Trương Quang Trọng, Tp. Quảng Ngãi"
Trường Trung tâm DN-GDTX&HN tỉnh Quảng Ngãi,Quảng Ngãi,"Ph. Chánh Lộ, Tp. Quảng Ngãi"
Trường Trung tâm DN-GDTX&HN huyện Tư Nghĩa,Quảng Ngãi,"TTr. La Hà, H. Tư Nghĩa"
Trường Trung tâm DN-GDTX&HN huyện Nghĩa Hành,Quảng Ngãi,"Xã Hành Đức, H. Nghĩa Hành"
Trường Trung tâm DN-GDTX&HN huyện Mộ Đức,Quảng Ngãi,"TTr. Mộ Đức, H. Mộ Đức"
Trường Trung tâm GDTX-HN&DN huyện Đức Phổ,Quảng Ngãi,"TTr. Đức Phổ, H. Đức Phổ"
Trường Trung tâm GDTX-HN &DN huyện Ba Tơ,Quảng Ngãi,"TTr. Ba Tơ, H. Ba Tơ"
Trường Trung tâm GDTX-HN &DN huyện Minh Long,Quảng Ngãi,"Xã Long Hiệp, H. Minh Long"
Trường Trung tâm GDTX-HN huyện Sơn Hà,Quảng Ngãi,"TTr. Di Lăng, H. Sơn Hà"
Trường Trung tâm GDTX-HN &DN huyện Sơn Tây,Quảng Ngãi,"Xã Sơn Dung, H. Sơn Tây"
Trường Trung tâm GDTX-HN huyện Trà Bồng,Quảng Ngãi,"Xã Trà Sơn, H. Trà Bồng"
Trường Trung tâm GDTX-HN&DN huyện Tây Trà,Quảng Ngãi,"Xã Trà Phong, H. Tây Trà"
Trường Trung tâm DN-GDTX&HN huyện Lý Sơn,Quảng Ngãi,"Xã An Vĩnh, H. Lý Sơn"
TT GDTX Tỉnh,Kon Tum,Ph. Thắng Lợi - Tp Kon Tum - Kon Tum
TT GDTX Đăk Glei,Kon Tum,H. Đăk Glei - KonTum
TT GDTX Ngọc Hồi,Kon Tum,H. Ngọc Hồi- Kon Tum
TT GDTX Đăk Tô,Kon Tum,H. Đăk Tô - Kon Tum
TT GDTX Sa Thầy,Kon Tum,H. Sa Thầy - Kon Tum
TT GDTX Đăk Hà,Kon Tum,H. Đắk Hà - Kon Tum
TT GDTX Kon Rẫy,Kon Tum,H. Kon Rẫy - Kon Tum
TT GDTX-HN An Nhơn,Bình Định,"599 Ngô Gia Tự, Ph. Bình Định, thị xã An Nhơn"
TT GDTX-HN Tuy Phước,Bình Định,"TTr. Tuy Phước, H. Tuy Phước"
TT GDTX Tỉnh,Bình Định,"35 Nguyễn Huệ, Quy Nhơn"
TT GDTX-HN An Lão,Bình Định,TT An Lão
TT GDTX-HN Hoài Ân,Bình Định,"01 Hà Huy Tập, TTr. Tăng Bạt Hổ, H. Hoài Ân"
TT GDTX-HN Hoài Nhơn,Bình Định,"Xã Hoài Tân, H. Hoài Nhơn"
TT GDTX-HN Phù Mỹ,Bình Định,"TT Phù Mỹ, H. Phù Mỹ"
TT GDTX-HN Phù Cát,Bình Định,"TTr. Ngô Mây, H. Phù Cát"
TT GDTX-HN Tây Sơn,Bình Định,"Xã Tây Xuân, H. Tây Sơn"
TT GDTX-HN Vân Canh,Bình Định,"TT Vân Canh, H. Vân Canh"
TT GDTX tỉnh,Gia Lai,"61 Lý Thái Tổ, Ph. Yên Đỗ, thành phố Pleiku, Gia Lai"
TT GDTX Chư Păh,Gia Lai,"TTr. Phú Hoà, H. Chư Păh, Gia Lai"
TT DN&GDTX  Mang Yang,Gia Lai,"TTr. Kon Dơng, H. Mang Yang, Gia Lai"
TT DN&GDTX  KBang,Gia Lai,"TTr. KBang, H. KBang , Gia Lai"
TT GDTX An Khê,Gia Lai,"Ph. Tây Sơn, thị xã An Khê, Gia Lai"
TT GDTX  Kông Chro,Gia Lai,"TTr. Kông Chro, H. Kông Chro, Gia Lai"
TT GDTX  Đức Cơ,Gia Lai,"Số 04 Hai Bà Trưng, TTr. Chư Ty, H. Đức Cơ, Gia Lai"
TT DN&GDTX  Chư Prông,Gia Lai,"TTr. Chư Prông, H. Chư Prông, Gia Lai"
TT GDTX Chư Sê,Gia Lai,"Xã Ia Pal, H. Chư Sê, Gia Lai"
TT GDTX Ayun Pa,Gia Lai,"71Nguyễn Huệ, Ph. Đoàn Kết, thị xã Ayun Pa, Gia Lai"
TT GDTX  Krông Pa,Gia Lai,"TTr. Phú Túc, H. Krông Pa, Gia Lai"
TT DN&GDTX  Ia Grai,Gia Lai,"01 Hùng Vương, TTr. Ia Kha, H. Ia Grai, Gia Lai"
TT GDTX  Đak Đoa,Gia Lai,"TTr. Đak Đoa, H. Đak Đoa, Gia Lai"
TT GDTX-HN Ia Pa,Gia Lai,"TTr. Ia Pa, H. Ia Pa, Gia Lai"
TT GDTX  Đak Pơ,Gia Lai,"TTr. Đak Pơ, H. Đak Pơ, Gia Lai"
TT GDTX Phú Thiện,Gia Lai,"TTr. Phú Thiện, H. Phú Thiện, Gia Lai"
TT GDTX-HN Chư Pưh,Gia Lai,"TTr. Nhơn Hòa, H. Chư Pưh, Gia Lai"
Trường Trung tâm GDTX tỉnh,Phú Yên,Thành phố Tuy Hòa
Trường Trung  tâm GDTX-HN Tuy Hòa,Phú Yên,Thành phố Tuy Hòa
Trường Trung  tâm GDTX-HN Đồng Xuân,Phú Yên,"Thị trấn La Hai, H. Đồng Xuân"
Trường Trung tâm GDTX-HN Sông Cầu,Phú Yên,"Phường Xuân Phú , thị xã Sông Cầu"
Trường Trung  tâm GDTX-HN Tuy An,Phú Yên,"Thị trấn Chí Thạnh, H. Tuy An"
Trường Trung  tâm GDTX-HN Sơn Hòa,Phú Yên,"Thị trấn Củng Sơn, H. Sơn Hòa"
Trường Trung  tâm GDTX-HN Sông Hinh,Phú Yên,"Thị trấn Hai Riêng, H. Sông Hinh"
Trường Trung  tâm GDTX-HN Phú Hòa,Phú Yên,"Xã Hòa Thắng, H. Phú Hòa"
TT GDTX Tỉnh,Đắk Lắk,"Số 1A, Lê Hồng Phong, Tp. Buôn Ma Thuột"
Trường TTGDTX Buôn Ma Thuột,Đắk Lắk,"Số 2, Nguyễn Hữu Thọ, Tp. Buôn Ma Thuột"
TT GDTX Ea H'Leo,Đắk Lắk,"Thị trấn Ea Drăng, huyện Ea H'Leo"
TT GDTX Krông Năng,Đắk Lắk,"Thị trấn Krông Năng, huyện Krông Năng"
TT GDTX Ea Súp,Đắk Lắk,"Số 9, Chu Văn An, thị trán Ea Sup, huyện Ea Sup"
TT GDTX Cư M'Gar,Đắk Lắk,"Thị trấn Quảng phú, huyện Cư M'gar"
TT GDTX Krông Pắk,Đắk Lắk,"Thị trấn Phước An, huyện Krông Păc"
TT GDTX Ea Kar,Đắk Lắk,"Km 52, Quốc lộ 26, thị trấn Ea Kar, huyện Ea Kar"
TT GDTX M'Drăk,Đắk Lắk,"Thị trấn M'Drăk, huyện M'Drăk"
TT GDTX Krông Ana,Đắk Lắk,"Thị trấn Buôn Trấp, huyện Krông Ana"
Trường TTGDTX Krông Bông,Đắk Lắk,"Thị trấn Krông Kmar, huyện Krông Bông"
TT GDTX Lăk,Đắk Lắk,"Thị trấn Liên Sơn, huyện Lắk"
TT GDTX Buôn Đôn,Đắk Lắk,"Xã Ea Wer, huyện Buôn Đôn"
Trường TTGDTX Cư Kuin,Đắk Lắk,"Xã Dray Bhăng, huyện Cư Kuin"
TT GDTX Buôn Hồ,Đắk Lắk,Tx. Buôn Hồ
TT GDTX Ea H'Leo,Đắk Lắk,"Thị trấn Ea Drăng, huyện Ea H'Leo"
TT GDTX Cư M'Gar,Đắk Lắk,"Thị trấn Quảng phú, huyện Cư M'gar"
TT GDTX M'Drăk,Đắk Lắk,"Thị trấn M'Drăk, huyện M'Drăk"
TT GDTX Nha Trang,Khánh Hoà,"Số 84 Sinh Trung, Nha Trang, KH"
TT GDTX Vạn Ninh,Khánh Hoà,"TTr. Vạn Giã, H. Vạn Ninh, KH"
TT GDTX Ninh Hoà,Khánh Hoà,"469 Trần Quý Cáp, P. Ninh Hiệp , TX Ninh Hòa"
TT GDTX Diên Khánh,Khánh Hoà,"TTr. Diên Khánh, H. Diên Khánh, KH"
TT GDTX Khánh Vĩnh,Khánh Hoà,"TTr. Khánh Vĩnh, H. Khánh Vĩnh, KH"
TT GDTX Cam Ranh,Khánh Hoà,"135, Phan Chu Trinh, Cam lộc, TP Cam Ranh, KH"
Trường Hệ GDTX tại THPT Ngô Gia Tự,Khánh Hoà,"Nguyễn Công Trứ, Cam Nghĩa, TP Cam Ranh, KH"
Trường TTGDTX  Khánh Sơn,Khánh Hoà,"TTr. Tô Hạp, H. Khánh Sơn, KH"
TT GDTX  Cam Lâm,Khánh Hoà,"TTr. Cam Đức, H. Cam Lâm, KH"
TT GDTX Đà Lạt,Lâm Đồng,"P4 -Đà Lạt, Lâm Đồng"
TT GDTX Lâm Đồng,Lâm Đồng,"TP Bảo Lộc, Lâm Đồng"
Trường Trung tâm GDTX Lac Dương,Lâm Đồng,"Lac Dương, Lâm Đông"
Trường TTGDTX Cát Tiên,Lâm Đồng,"TT Cát Tiên, Lâm Đồng"
TT GDTX Bảo Lâm,Lâm Đồng,"TT Lộc Thắng, Lâm Đồng"
Trường Trung tâm GDTX Đam Rông,Lâm Đồng,"Đam Rông, Lâm Đông"
TT GDTX Tỉnh,Bình Phước,"P. Tân Phú, TX. Đồng Xoài, Bình Phước"
TT GDTX Đồng Phú,Bình Phước,"TT Tân Phú, Đồng Phú, Bình Phước"
TT GDTX Chơn Thành,Bình Phước,"TT Chơn Thành, Chơn Thành, Bình Phước"
TT GDTX Bình Long,Bình Phước,"P. An Lộc, TX. Bình Long, Bình Phước"
TT GDTX - DN Lộc Ninh,Bình Phước,TT Lộc Ninh - Lộc Ninh - Bình Phước
TT GDTX - DN Bù Đốp,Bình Phước,"TT Thanh Bình, Thanh Hòa, Bù Đốp"
TT GDTX Phước Long,Bình Phước,"P. Long Thủy, TX. Phước Long, Bình Phước"
TT GDTX Bù Đăng,Bình Phước,"TT Đức Phong, Bù Đăng, Bình Phước"
Trường Trung tâm GDTX tỉnh Bình Dương,Bình Dương,"30 Tháng 4,  p.Chánh Nghĩa, Thủ Dầu Một- BD"
Trường TTGDTX- KTHN H. Bến Cát,Bình Dương,"Mỹ Phước , Bến Cát, Bình Dương"
Trường TTGDTX- KTHN H. Tân Uyên,Bình Dương,"P. Uyên Hưng, Tân Uyên,  Bình Dương"
Trường TTGDTX-KTHN TX. Thuận An,Bình Dương,"P. Lái Thiêu, Thuận An, Bình Dương"
Trường TTGDTX- KTHN TX. Dĩ An,Bình Dương,"P. Dĩ An, Dĩ An, Bình Dương"
Trường TTGDTX- KTHN H. Phú Giáo,Bình Dương,"TT  Phước Vĩnh,  Phú Giáo, Bình Dương"
Trường TTGDTX- KTHN H. Dầu Tiếng,Bình Dương,"TT  Dầu Tiếng, Dầu Tiếng, Bình Dương"
Trường TTGDTX Ninh Thuận,Ninh Thuận,"Ph. Kinh Dinh, TP. Phan Rang-Tháp Chàm"
TT GDTX-DN-HN Ninh Sơn,Ninh Thuận,"TTr. Tân Sơn, Ninh Sơn"
TT GDTX-DN-HN Ninh Phước,Ninh Thuận,"TTr. Phước Dân, Ninh Phước"
Trường TTGDTX Thành phố Tây Ninh,Tây Ninh,"KP 4, Phường 2, Thành phố Tây Ninh"
Trường TTGDTX Tân Biên,Tây Ninh,"Thị trấn Tân Biên, Tây Ninh"
Trường TTGDTX Tân Châu,Tây Ninh,"Thị trấn Tân Châu, Tây Ninh"
Trường TTGDTX   Dương Minh Châu,Tây Ninh,"Thị trấn Dương Minh Châu, Tây Ninh"
Trường TTGDTX  Châu Thành,Tây Ninh,"Thái Bình, Châu Thành, Tây Ninh"
Trường TTGDTX Hoà Thành,Tây Ninh,"Cửa số 3 , Nội ô Toà Thánh, TT Hòa Thành,  Tây Ninh"
Trường TTGDTX Tỉnh Tây Ninh,Tây Ninh,"Nội ô Toà Thánh, Hòa Thành, Tây Ninh"
Trường TTGDTX Bến Cầu,Tây Ninh,"Lợi Thuận, Bến Cầu, Tây Ninh"
Trường TTGDTX Gò Dầu,Tây Ninh,"Thị trấn Gò Dầu, Tây Ninh"
Trường TTGDTX Trảng Bàng,Tây Ninh,"Thị trấn Trảng Bàng, Tây Ninh"
TT GDTX-HN Bắc Bình,Bình Thuận,TTr. Chợ Lầu - Bắc Bình
TT GDTX-HN Đức Linh,Bình Thuận,TTr. Đức Tài - Đức Linh
TT GDTX-HN Tánh Linh,Bình Thuận,TTr. Lạc Tánh - Tánh Linh
TT GDTX-HN La Gi,Bình Thuận,Ph. Tân An - Thị xã La Gi
TT GDTX Biên Hòa,Đồng Nai,P.Quyết Thắng TP.Biên Hòa
TT GDTX tỉnh Đồng Nai,Đồng Nai,"P. Thống Nhất, TP.Biên Hòa"
TT GDTX Vĩnh Cửu,Đồng Nai,TTr. Vĩnh An H.Vĩnh Cửu
TT GDTX Tân Phú,Đồng Nai,TTr. Tân Phú H.Tân Phú
TT GDTX Định Quán,Đồng Nai,TT Định Quán H.Định Quán
Trường TTGDTX Thống Nhất,Đồng Nai,"Xã Xuân Thạnh , H.Thống Nhất"
TT GDTX L. Khánh,Đồng Nai,"P.Xuân Hòa, TX.Long Khánh"
Trường TTGDTX Xuân Lộc,Đồng Nai,TTr. Gia Ray H.Xuân Lộc
TT GDTX Long Thành,Đồng Nai,"Xã Long Đức, H.Long Thành"
TT GDTX Nhơn Trạch,Đồng Nai,"Xã Long Thọ, H.Nhơn Trạch"
Trường TTGDTX Trảng Bom,Đồng Nai,TT Trảng Bom H.Trảng Bom
Trường TTGDTX Cẩm Mỹ,Đồng Nai,Xã Long Giao H.Cẩm Mỹ
Trường TT.GDTX Tp. Tân An,Long An,"Đường Võ Công Tồn, phường 1, TP Tân An, Long An"
Trường TT.GDTX Long An,Long An,"Bình Nam, xã Bình Tâm, TP Tân An, Long An"
Trường TT.GDTX&KTTH-HN Vĩnh Hưng,Long An,"ấp 1, xã Vĩnh Bình, huyện Vĩnh Hưng, Long An"
Trường TT.GDTX&KTTH-HN Tân Thạnh,Long An,"TT Tân Thạnh, huyện Tân Thạnh, Long An"
Trường TT.GDTX&KTTH-HN Thạnh Hoá,Long An,"TT Thạnh Hoá, huyện Thạnh Hoá, Long An"
Trường TT.GDTX&KTTH-HN Đức Huệ,Long An,"TT Đông Thành, huyện Đức Huệ, Long An"
Trường TT.GDTX&KTTH-HN Đức Hoà,Long An,"TT Hậu Nghĩa, huyện Đức Hoà, Long An"
Trường TT.GDTX&KTTH-HN Võ Văn Tần,Long An,"K3, TT Đức Hoà, huyện Đức Hoà, Long An"
Trường TT.GDTX&KTTH-HN Bến Lức,Long An,"khu phố 3, TT Bến Lức, huyện Bến Lức, Long An"
Trường TT.GDTX&KTTH-HN Thủ Thừa,Long An,"ấp Bình Lương 1, Bình Thạnh, huyện Thủ Thừa, Long An"
Trường TT.GDTX&KTTH-HN Châu Thành,Long An,"Khóm 2, TT Tầm Vu, huyện Châu Thành, Long An"
Trường TT.GDTX&KTTH-HN Tân Trụ,Long An,"ấp Bình Hoà, TT Tân Trụ, huyện Tân Trụ, Long An"
Trường TT.GDTX&KTTH-HN Cần Đước,Long An,"Khu 1B, thị trấn Cần Đước, huyện Cần Đước, Long An"
Trường TT.GDTX&KTTH-HN Cần Giuộc,Long An,"Khóm II, TT Cần Giuộc, huyện  Cần Giuộc, Long An"
Trường TT.GDTX&KTTH-HN Tân Hưng,Long An,"TT Tân Hưng, huyện Tân Hưng, Long An"
Trường TT.GDTX&KTTH-HN Kiến Tường,Long An,"304/06, Lê Lợi (nối dài), KP 3, phường 1, TX Kiến Tường, Long An"
TT GDTX Thành phố Sa Đéc,Đồng Tháp,"Ph. 2, TP Sa Đéc"
